t[s],Converged,Pload,P7 (csv),Unresp (opf),P7 (rpf),Resp (opf),GLD Pub,BID?,P7 Min,V7,LMP_P7,LMP_Q7,Pgen1,Pgen2,Pgen3,Pgen4,Pdisp,Deg,c2,c1
0,True,315.000,100.000,0.000,100.000,-0.000,0.000,False,0.000,0.984,14.065,0.000,212.76,68.87,37.15,0.00,0.00,0.0000,999.00000000,0.00000000
15,True,336.300,100.000,0.000,121.300,-0.000,21.300,False,0.000,0.982,14.065,0.000,212.76,90.47,37.15,0.00,0.00,0.0000,999.00000000,0.00000000
30,True,336.284,100.000,0.000,121.284,-0.000,21.284,False,0.000,0.982,14.065,0.000,212.76,90.46,37.15,0.00,0.00,0.0000,999.00000000,0.00000000
45,True,336.284,100.000,0.000,121.284,-0.000,21.284,False,0.000,0.982,14.065,0.000,212.76,90.46,37.15,0.00,0.00,0.0000,999.00000000,0.00000000
60,True,336.284,100.000,0.000,121.284,-0.000,21.284,False,0.000,0.982,14.065,0.000,212.76,90.46,37.15,0.00,0.00,0.0000,999.00000000,0.00000000
75,True,336.284,100.000,0.000,121.284,-0.000,21.284,False,0.000,0.982,14.065,0.000,212.76,90.46,37.15,0.00,0.00,0.0000,999.00000000,0.00000000
90,True,336.284,100.000,0.000,121.284,-0.000,21.284,False,0.000,0.982,14.065,0.000,212.76,90.46,37.15,0.00,0.00,0.0000,999.00000000,0.00000000
105,True,336.197,100.000,0.000,121.197,-0.000,21.197,False,0.000,0.982,14.065,0.000,212.76,90.37,37.15,0.00,0.00,0.0000,999.00000000,0.00000000
120,True,336.127,100.000,0.000,121.127,-0.000,21.127,False,0.000,0.982,14.065,0.000,212.76,90.30,37.15,0.00,0.00,0.0000,999.00000000,0.00000000
135,True,336.127,100.000,0.000,121.127,-0.000,21.127,False,0.000,0.982,14.065,0.000,212.76,90.30,37.15,0.00,0.00,0.0000,999.00000000,0.00000000
150,True,336.127,100.000,0.000,121.127,-0.000,21.127,False,0.000,0.982,14.065,0.000,212.76,90.30,37.15,0.00,0.00,0.0000,999.00000000,0.00000000
165,True,336.127,100.000,0.000,121.127,-0.000,21.127,False,0.000,0.982,14.065,0.000,212.76,90.30,37.15,0.00,0.00,0.0000,999.00000000,0.00000000
180,True,336.127,100.000,0.000,121.127,-0.000,21.127,False,0.000,0.982,14.065,0.000,212.76,90.30,37.15,0.00,0.00,0.0000,999.00000000,0.00000000
195,True,336.127,100.000,0.000,121.127,-0.000,21.127,False,0.000,0.982,14.065,0.000,212.76,90.30,37.15,0.00,0.00,0.0000,999.00000000,0.00000000
210,True,336.127,100.000,0.000,121.127,-0.000,21.127,False,0.000,0.982,14.065,0.000,212.76,90.30,37.15,0.00,0.00,0.0000,999.00000000,0.00000000
225,True,336.127,100.000,0.000,121.127,-0.000,21.127,False,0.000,0.982,14.065,0.000,212.76,90.30,37.15,0.00,0.00,0.0000,999.00000000,0.00000000
240,True,336.127,100.000,0.000,121.127,-0.000,21.127,False,0.000,0.982,14.065,0.000,212.76,90.30,37.15,0.00,0.00,0.0000,999.00000000,0.00000000
255,True,336.127,100.000,0.000,121.127,-0.000,21.127,False,0.000,0.982,14.065,0.000,212.76,90.30,37.15,0.00,0.00,0.0000,999.00000000,0.00000000
270,True,336.127,100.000,0.000,121.127,-0.000,21.127,False,0.000,0.982,14.065,0.000,212.76,90.30,37.15,0.00,0.00,0.0000,999.00000000,0.00000000
285,True,334.915,99.563,0.000,120.690,-0.000,21.127,False,0.000,0.981,14.813,0.000,225.21,73.92,40.22,0.00,0.00,0.0000,999.00000000,0.00000000
300,True,327.817,99.563,0.000,113.592,-0.000,14.029,False,0.000,0.982,14.813,0.000,225.21,66.72,40.22,0.00,0.00,0.0000,999.00000000,0.00000000
315,True,341.295,99.563,0.000,127.070,-0.000,27.507,False,0.000,0.980,14.813,0.000,225.21,80.39,40.22,0.00,0.00,0.0000,999.00000000,0.00000000
330,True,341.285,99.563,0.000,127.060,-0.000,27.497,False,0.000,0.980,14.813,0.000,225.21,80.38,40.22,0.00,0.00,0.0000,999.00000000,0.00000000
345,True,341.285,99.563,0.000,127.060,-0.000,27.497,False,0.000,0.980,14.813,0.000,225.21,80.38,40.22,0.00,0.00,0.0000,999.00000000,0.00000000
360,True,341.283,99.563,0.000,127.058,-0.000,27.495,False,0.000,0.980,14.813,0.000,225.21,80.38,40.22,0.00,0.00,0.0000,999.00000000,0.00000000
375,True,341.281,99.563,0.000,127.056,-0.000,27.493,False,0.000,0.980,14.813,0.000,225.21,80.38,40.22,0.00,0.00,0.0000,999.00000000,0.00000000
390,True,341.281,99.563,0.000,127.056,-0.000,27.493,False,0.000,0.980,14.813,0.000,225.21,80.38,40.22,0.00,0.00,0.0000,999.00000000,0.00000000
405,True,341.281,99.563,0.000,127.056,-0.000,27.493,False,0.000,0.980,14.813,0.000,225.21,80.38,40.22,0.00,0.00,0.0000,999.00000000,0.00000000
420,True,341.281,99.563,0.000,127.056,-0.000,27.493,False,0.000,0.980,14.813,0.000,225.21,80.38,40.22,0.00,0.00,0.0000,999.00000000,0.00000000
435,True,341.281,99.563,0.000,127.056,-0.000,27.493,False,0.000,0.980,14.813,0.000,225.21,80.38,40.22,0.00,0.00,0.0000,999.00000000,0.00000000
450,True,341.281,99.563,0.000,127.056,-0.000,27.493,False,0.000,0.980,14.813,0.000,225.21,80.38,40.22,0.00,0.00,0.0000,999.00000000,0.00000000
465,True,341.281,99.563,0.000,127.056,-0.000,27.493,False,0.000,0.980,14.813,0.000,225.21,80.38,40.22,0.00,0.00,0.0000,999.00000000,0.00000000
480,True,341.281,99.563,0.000,127.056,-0.000,27.493,False,0.000,0.980,14.813,0.000,225.21,80.38,40.22,0.00,0.00,0.0000,999.00000000,0.00000000
495,True,341.281,99.563,0.000,127.056,-0.000,27.493,False,0.000,0.980,14.813,0.000,225.21,80.38,40.22,0.00,0.00,0.0000,999.00000000,0.00000000
510,True,341.281,99.563,0.000,127.056,-0.000,27.493,False,0.000,0.980,14.813,0.000,225.21,80.38,40.22,0.00,0.00,0.0000,999.00000000,0.00000000
525,True,341.281,99.563,0.000,127.056,-0.000,27.493,False,0.000,0.980,14.813,0.000,225.21,80.38,40.22,0.00,0.00,0.0000,999.00000000,0.00000000
540,True,341.281,99.563,0.000,127.056,-0.000,27.493,False,0.000,0.980,14.813,0.000,225.21,80.38,40.22,0.00,0.00,0.0000,999.00000000,0.00000000
555,True,341.277,99.563,0.000,127.052,-0.000,27.489,False,0.000,0.980,14.813,0.000,225.21,80.38,40.22,0.00,0.00,0.0000,999.00000000,0.00000000
570,True,341.277,99.563,0.000,127.052,-0.000,27.489,False,0.000,0.980,14.813,0.000,225.21,80.38,40.22,0.00,0.00,0.0000,999.00000000,0.00000000
585,True,341.442,99.042,0.000,126.531,-0.000,27.489,False,0.000,0.980,15.058,0.000,229.29,75.58,41.22,0.00,0.00,0.0000,999.00000000,0.00000000
600,True,341.560,99.042,0.000,126.649,-0.000,27.607,False,0.000,0.980,15.058,0.000,229.29,75.70,41.22,0.00,0.00,0.0000,999.00000000,0.00000000
615,True,340.306,99.042,0.000,125.395,-0.000,26.353,False,0.000,0.980,15.058,0.000,229.29,74.43,41.22,0.00,0.00,0.0000,999.00000000,0.00000000
630,True,340.307,99.042,0.000,125.396,-0.000,26.354,False,0.000,0.980,15.058,0.000,229.29,74.43,41.22,0.00,0.00,0.0000,999.00000000,0.00000000
645,True,340.307,99.042,0.000,125.396,-0.000,26.354,False,0.000,0.980,15.058,0.000,229.29,74.43,41.22,0.00,0.00,0.0000,999.00000000,0.00000000
660,True,340.307,99.042,0.000,125.396,-0.000,26.354,False,0.000,0.980,15.058,0.000,229.29,74.43,41.22,0.00,0.00,0.0000,999.00000000,0.00000000
675,True,340.307,99.042,0.000,125.396,-0.000,26.354,False,0.000,0.980,15.058,0.000,229.29,74.43,41.22,0.00,0.00,0.0000,999.00000000,0.00000000
690,True,340.307,99.042,0.000,125.396,-0.000,26.354,False,0.000,0.980,15.058,0.000,229.29,74.43,41.22,0.00,0.00,0.0000,999.00000000,0.00000000
705,True,340.307,99.042,0.000,125.396,-0.000,26.354,False,0.000,0.980,15.058,0.000,229.29,74.43,41.22,0.00,0.00,0.0000,999.00000000,0.00000000
720,True,340.307,99.042,0.000,125.396,-0.000,26.354,False,0.000,0.980,15.058,0.000,229.29,74.43,41.22,0.00,0.00,0.0000,999.00000000,0.00000000
735,True,340.307,99.042,0.000,125.396,-0.000,26.354,False,0.000,0.980,15.058,0.000,229.29,74.43,41.22,0.00,0.00,0.0000,999.00000000,0.00000000
750,True,340.307,99.042,0.000,125.396,-0.000,26.354,False,0.000,0.980,15.058,0.000,229.29,74.43,41.22,0.00,0.00,0.0000,999.00000000,0.00000000
765,True,340.307,99.042,0.000,125.396,-0.000,26.354,False,0.000,0.980,15.058,0.000,229.29,74.43,41.22,0.00,0.00,0.0000,999.00000000,0.00000000
780,True,340.307,99.042,0.000,125.396,-0.000,26.354,False,0.000,0.980,15.058,0.000,229.29,74.43,41.22,0.00,0.00,0.0000,999.00000000,0.00000000
795,True,340.307,99.042,0.000,125.396,-0.000,26.354,False,0.000,0.980,15.058,0.000,229.29,74.43,41.22,0.00,0.00,0.0000,999.00000000,0.00000000
810,True,340.307,99.042,0.000,125.396,-0.000,26.354,False,0.000,0.980,15.058,0.000,229.29,74.43,41.22,0.00,0.00,0.0000,999.00000000,0.00000000
825,True,340.215,99.042,0.000,125.304,-0.000,26.262,False,0.000,0.980,15.058,0.000,229.29,74.34,41.22,0.00,0.00,0.0000,999.00000000,0.00000000
840,True,340.215,99.042,0.000,125.304,-0.000,26.262,False,0.000,0.980,15.058,0.000,229.29,74.34,41.22,0.00,0.00,0.0000,999.00000000,0.00000000
855,True,340.212,99.042,0.000,125.301,-0.000,26.259,False,0.000,0.980,15.058,0.000,229.29,74.33,41.22,0.00,0.00,0.0000,999.00000000,0.00000000
870,True,340.210,99.042,0.000,125.299,-0.000,26.257,False,0.000,0.980,15.058,0.000,229.29,74.33,41.22,0.00,0.00,0.0000,999.00000000,0.00000000
885,True,339.306,99.478,0.000,125.735,-0.000,26.257,False,0.000,0.980,14.978,0.000,227.96,75.06,40.89,0.00,0.00,0.0000,999.00000000,0.00000000
900,True,339.433,99.478,0.000,125.862,-0.000,26.384,False,0.000,0.980,14.978,0.000,227.96,75.18,40.89,0.00,0.00,0.0000,999.00000000,0.00000000
915,True,339.433,99.478,0.000,125.862,-0.000,26.384,False,0.000,0.980,14.978,0.000,227.96,75.18,40.89,0.00,0.00,0.0000,999.00000000,0.00000000
930,True,339.433,99.478,0.000,125.862,-0.000,26.384,False,0.000,0.980,14.978,0.000,227.96,75.18,40.89,0.00,0.00,0.0000,999.00000000,0.00000000
945,True,339.433,99.478,0.000,125.862,-0.000,26.384,False,0.000,0.980,14.978,0.000,227.96,75.18,40.89,0.00,0.00,0.0000,999.00000000,0.00000000
960,True,339.433,99.478,0.000,125.862,-0.000,26.384,False,0.000,0.980,14.978,0.000,227.96,75.18,40.89,0.00,0.00,0.0000,999.00000000,0.00000000
975,True,339.433,99.478,0.000,125.862,-0.000,26.384,False,0.000,0.980,14.978,0.000,227.96,75.18,40.89,0.00,0.00,0.0000,999.00000000,0.00000000
990,True,339.433,99.478,0.000,125.862,-0.000,26.384,False,0.000,0.980,14.978,0.000,227.96,75.18,40.89,0.00,0.00,0.0000,999.00000000,0.00000000
1005,True,339.433,99.478,0.000,125.862,-0.000,26.384,False,0.000,0.980,14.978,0.000,227.96,75.18,40.89,0.00,0.00,0.0000,999.00000000,0.00000000
1020,True,339.433,99.478,0.000,125.862,-0.000,26.384,False,0.000,0.980,14.978,0.000,227.96,75.18,40.89,0.00,0.00,0.0000,999.00000000,0.00000000
1035,True,339.433,99.478,0.000,125.862,-0.000,26.384,False,0.000,0.980,14.978,0.000,227.96,75.18,40.89,0.00,0.00,0.0000,999.00000000,0.00000000
1050,True,339.433,99.478,0.000,125.862,-0.000,26.384,False,0.000,0.980,14.978,0.000,227.96,75.18,40.89,0.00,0.00,0.0000,999.00000000,0.00000000
1065,True,339.433,99.478,0.000,125.862,-0.000,26.384,False,0.000,0.980,14.978,0.000,227.96,75.18,40.89,0.00,0.00,0.0000,999.00000000,0.00000000
1080,True,339.433,99.478,0.000,125.862,-0.000,26.384,False,0.000,0.980,14.978,0.000,227.96,75.18,40.89,0.00,0.00,0.0000,999.00000000,0.00000000
1095,True,339.433,99.478,0.000,125.862,-0.000,26.384,False,0.000,0.980,14.978,0.000,227.96,75.18,40.89,0.00,0.00,0.0000,999.00000000,0.00000000
1110,True,339.433,99.478,0.000,125.862,-0.000,26.384,False,0.000,0.980,14.978,0.000,227.96,75.18,40.89,0.00,0.00,0.0000,999.00000000,0.00000000
1125,True,339.433,99.478,0.000,125.862,-0.000,26.384,False,0.000,0.980,14.978,0.000,227.96,75.18,40.89,0.00,0.00,0.0000,999.00000000,0.00000000
1140,True,339.433,99.478,0.000,125.862,-0.000,26.384,False,0.000,0.980,14.978,0.000,227.96,75.18,40.89,0.00,0.00,0.0000,999.00000000,0.00000000
1155,True,339.433,99.478,0.000,125.862,-0.000,26.384,False,0.000,0.980,14.978,0.000,227.96,75.18,40.89,0.00,0.00,0.0000,999.00000000,0.00000000
1170,True,339.433,99.478,0.000,125.862,-0.000,26.384,False,0.000,0.980,14.978,0.000,227.96,75.18,40.89,0.00,0.00,0.0000,999.00000000,0.00000000
1185,True,338.769,99.140,0.000,125.524,-0.000,26.384,False,0.000,0.980,14.957,0.000,227.62,74.92,40.81,0.00,0.00,0.0000,999.00000000,0.00000000
1200,True,340.196,99.140,0.000,126.951,-0.000,27.811,False,0.000,0.980,14.957,0.000,227.62,76.37,40.81,0.00,0.00,0.0000,999.00000000,0.00000000
1215,True,340.194,99.140,0.000,126.949,-0.000,27.809,False,0.000,0.980,14.957,0.000,227.62,76.37,40.81,0.00,0.00,0.0000,999.00000000,0.00000000
1230,True,340.194,99.140,0.000,126.949,-0.000,27.809,False,0.000,0.980,14.957,0.000,227.62,76.37,40.81,0.00,0.00,0.0000,999.00000000,0.00000000
1245,True,340.194,99.140,0.000,126.949,-0.000,27.809,False,0.000,0.980,14.957,0.000,227.62,76.37,40.81,0.00,0.00,0.0000,999.00000000,0.00000000
1260,True,340.194,99.140,0.000,126.949,-0.000,27.809,False,0.000,0.980,14.957,0.000,227.62,76.37,40.81,0.00,0.00,0.0000,999.00000000,0.00000000
1275,True,340.194,99.140,0.000,126.949,-0.000,27.809,False,0.000,0.980,14.957,0.000,227.62,76.37,40.81,0.00,0.00,0.0000,999.00000000,0.00000000
1290,True,340.193,99.140,0.000,126.948,-0.000,27.808,False,0.000,0.980,14.957,0.000,227.62,76.37,40.81,0.00,0.00,0.0000,999.00000000,0.00000000
1305,True,340.193,99.140,0.000,126.948,-0.000,27.808,False,0.000,0.980,14.957,0.000,227.62,76.37,40.81,0.00,0.00,0.0000,999.00000000,0.00000000
1320,True,340.193,99.140,0.000,126.948,-0.000,27.808,False,0.000,0.980,14.957,0.000,227.62,76.37,40.81,0.00,0.00,0.0000,999.00000000,0.00000000
1335,True,340.193,99.140,0.000,126.948,-0.000,27.808,False,0.000,0.980,14.957,0.000,227.62,76.37,40.81,0.00,0.00,0.0000,999.00000000,0.00000000
1350,True,340.193,99.140,0.000,126.948,-0.000,27.808,False,0.000,0.980,14.957,0.000,227.62,76.37,40.81,0.00,0.00,0.0000,999.00000000,0.00000000
1365,True,340.193,99.140,0.000,126.948,-0.000,27.808,False,0.000,0.980,14.957,0.000,227.62,76.37,40.81,0.00,0.00,0.0000,999.00000000,0.00000000
1380,True,340.193,99.140,0.000,126.948,-0.000,27.808,False,0.000,0.980,14.957,0.000,227.62,76.37,40.81,0.00,0.00,0.0000,999.00000000,0.00000000
1395,True,340.193,99.140,0.000,126.948,-0.000,27.808,False,0.000,0.980,14.957,0.000,227.62,76.37,40.81,0.00,0.00,0.0000,999.00000000,0.00000000
1410,True,340.193,99.140,0.000,126.948,-0.000,27.808,False,0.000,0.980,14.957,0.000,227.62,76.37,40.81,0.00,0.00,0.0000,999.00000000,0.00000000
1425,True,340.193,99.140,0.000,126.948,-0.000,27.808,False,0.000,0.980,14.957,0.000,227.62,76.37,40.81,0.00,0.00,0.0000,999.00000000,0.00000000
1440,True,340.193,99.140,0.000,126.948,-0.000,27.808,False,0.000,0.980,14.957,0.000,227.62,76.37,40.81,0.00,0.00,0.0000,999.00000000,0.00000000
1455,True,340.193,99.140,0.000,126.948,-0.000,27.808,False,0.000,0.980,14.957,0.000,227.62,76.37,40.81,0.00,0.00,0.0000,999.00000000,0.00000000
1470,True,340.193,99.140,0.000,126.948,-0.000,27.808,False,0.000,0.980,14.957,0.000,227.62,76.37,40.81,0.00,0.00,0.0000,999.00000000,0.00000000
1485,True,341.494,99.324,0.000,127.132,-0.000,27.808,False,0.000,0.980,15.060,0.000,229.33,75.61,41.23,0.00,0.00,0.0000,999.00000000,0.00000000
1500,True,341.497,99.324,0.000,127.135,-0.000,27.811,False,0.000,0.980,15.060,0.000,229.33,75.61,41.23,0.00,0.00,0.0000,999.00000000,0.00000000
1515,True,341.497,99.324,0.000,127.135,-0.000,27.811,False,0.000,0.980,15.060,0.000,229.33,75.61,41.23,0.00,0.00,0.0000,999.00000000,0.00000000
1530,True,341.497,99.324,0.000,127.135,-0.000,27.811,False,0.000,0.980,15.060,0.000,229.33,75.61,41.23,0.00,0.00,0.0000,999.00000000,0.00000000
1545,True,341.497,99.324,0.000,127.135,-0.000,27.811,False,0.000,0.980,15.060,0.000,229.33,75.61,41.23,0.00,0.00,0.0000,999.00000000,0.00000000
1560,True,341.497,99.324,0.000,127.135,-0.000,27.811,False,0.000,0.980,15.060,0.000,229.33,75.61,41.23,0.00,0.00,0.0000,999.00000000,0.00000000
1575,True,341.497,99.324,0.000,127.135,-0.000,27.811,False,0.000,0.980,15.060,0.000,229.33,75.61,41.23,0.00,0.00,0.0000,999.00000000,0.00000000
1590,True,341.497,99.324,0.000,127.135,-0.000,27.811,False,0.000,0.980,15.060,0.000,229.33,75.61,41.23,0.00,0.00,0.0000,999.00000000,0.00000000
1605,True,341.497,99.324,0.000,127.135,-0.000,27.811,False,0.000,0.980,15.060,0.000,229.33,75.61,41.23,0.00,0.00,0.0000,999.00000000,0.00000000
1620,True,341.497,99.324,0.000,127.135,-0.000,27.811,False,0.000,0.980,15.060,0.000,229.33,75.61,41.23,0.00,0.00,0.0000,999.00000000,0.00000000
1635,True,341.497,99.324,0.000,127.135,-0.000,27.811,False,0.000,0.980,15.060,0.000,229.33,75.61,41.23,0.00,0.00,0.0000,999.00000000,0.00000000
1650,True,341.497,99.324,0.000,127.135,-0.000,27.811,False,0.000,0.980,15.060,0.000,229.33,75.61,41.23,0.00,0.00,0.0000,999.00000000,0.00000000
1665,True,341.497,99.324,0.000,127.135,-0.000,27.811,False,0.000,0.980,15.060,0.000,229.33,75.61,41.23,0.00,0.00,0.0000,999.00000000,0.00000000
1680,True,341.497,99.324,0.000,127.135,-0.000,27.811,False,0.000,0.980,15.060,0.000,229.33,75.61,41.23,0.00,0.00,0.0000,999.00000000,0.00000000
1695,True,341.497,99.324,0.000,127.135,-0.000,27.811,False,0.000,0.980,15.060,0.000,229.33,75.61,41.23,0.00,0.00,0.0000,999.00000000,0.00000000
1710,True,341.497,99.324,0.000,127.135,-0.000,27.811,False,0.000,0.980,15.060,0.000,229.33,75.61,41.23,0.00,0.00,0.0000,999.00000000,0.00000000
1725,True,341.497,99.324,0.000,127.135,-0.000,27.811,False,0.000,0.980,15.060,0.000,229.33,75.61,41.23,0.00,0.00,0.0000,999.00000000,0.00000000
1740,True,341.497,99.324,0.000,127.135,-0.000,27.811,False,0.000,0.980,15.060,0.000,229.33,75.61,41.23,0.00,0.00,0.0000,999.00000000,0.00000000
1755,True,341.497,99.324,0.000,127.135,-0.000,27.811,False,0.000,0.980,15.060,0.000,229.33,75.61,41.23,0.00,0.00,0.0000,999.00000000,0.00000000
1770,True,341.497,99.324,0.000,127.135,-0.000,27.811,False,0.000,0.980,15.060,0.000,229.33,75.61,41.23,0.00,0.00,0.0000,999.00000000,0.00000000
1785,True,339.333,99.328,0.000,127.139,-0.000,27.811,False,0.000,0.980,14.979,0.000,227.98,75.09,40.90,0.00,0.00,0.0000,999.00000000,0.00000000
1800,True,337.927,99.328,0.000,125.733,-0.000,26.405,False,0.000,0.980,14.979,0.000,227.98,73.66,40.90,0.00,0.00,0.0000,999.00000000,0.00000000
1815,True,337.928,99.328,0.000,125.734,-0.000,26.406,False,0.000,0.980,14.979,0.000,227.98,73.66,40.90,0.00,0.00,0.0000,999.00000000,0.00000000
1830,True,337.928,99.328,0.000,125.734,-0.000,26.406,False,0.000,0.980,14.979,0.000,227.98,73.66,40.90,0.00,0.00,0.0000,999.00000000,0.00000000
1845,True,337.928,99.328,0.000,125.734,-0.000,26.406,False,0.000,0.980,14.979,0.000,227.98,73.66,40.90,0.00,0.00,0.0000,999.00000000,0.00000000
1860,True,337.928,99.328,0.000,125.734,-0.000,26.406,False,0.000,0.980,14.979,0.000,227.98,73.66,40.90,0.00,0.00,0.0000,999.00000000,0.00000000
1875,True,337.928,99.328,0.000,125.734,-0.000,26.406,False,0.000,0.980,14.979,0.000,227.98,73.66,40.90,0.00,0.00,0.0000,999.00000000,0.00000000
1890,True,337.928,99.328,0.000,125.734,-0.000,26.406,False,0.000,0.980,14.979,0.000,227.98,73.66,40.90,0.00,0.00,0.0000,999.00000000,0.00000000
1905,True,337.928,99.328,0.000,125.734,-0.000,26.406,False,0.000,0.980,14.979,0.000,227.98,73.66,40.90,0.00,0.00,0.0000,999.00000000,0.00000000
1920,True,337.928,99.328,0.000,125.734,-0.000,26.406,False,0.000,0.980,14.979,0.000,227.98,73.66,40.90,0.00,0.00,0.0000,999.00000000,0.00000000
1935,True,337.928,99.328,0.000,125.734,-0.000,26.406,False,0.000,0.980,14.979,0.000,227.98,73.66,40.90,0.00,0.00,0.0000,999.00000000,0.00000000
1950,True,337.928,99.328,0.000,125.734,-0.000,26.406,False,0.000,0.980,14.979,0.000,227.98,73.66,40.90,0.00,0.00,0.0000,999.00000000,0.00000000
1965,True,337.928,99.328,0.000,125.734,-0.000,26.406,False,0.000,0.980,14.979,0.000,227.98,73.66,40.90,0.00,0.00,0.0000,999.00000000,0.00000000
1980,True,337.928,99.328,0.000,125.734,-0.000,26.406,False,0.000,0.980,14.979,0.000,227.98,73.66,40.90,0.00,0.00,0.0000,999.00000000,0.00000000
1995,True,337.928,99.328,0.000,125.734,-0.000,26.406,False,0.000,0.980,14.979,0.000,227.98,73.66,40.90,0.00,0.00,0.0000,999.00000000,0.00000000
2010,True,337.928,99.328,0.000,125.734,-0.000,26.406,False,0.000,0.980,14.979,0.000,227.98,73.66,40.90,0.00,0.00,0.0000,999.00000000,0.00000000
2025,True,337.928,99.328,0.000,125.734,-0.000,26.406,False,0.000,0.980,14.979,0.000,227.98,73.66,40.90,0.00,0.00,0.0000,999.00000000,0.00000000
2040,True,337.928,99.328,0.000,125.734,-0.000,26.406,False,0.000,0.980,14.979,0.000,227.98,73.66,40.90,0.00,0.00,0.0000,999.00000000,0.00000000
2055,True,337.928,99.328,0.000,125.734,-0.000,26.406,False,0.000,0.980,14.979,0.000,227.98,73.66,40.90,0.00,0.00,0.0000,999.00000000,0.00000000
2070,True,337.928,99.328,0.000,125.734,-0.000,26.406,False,0.000,0.980,14.979,0.000,227.98,73.66,40.90,0.00,0.00,0.0000,999.00000000,0.00000000
2085,True,337.303,98.304,0.000,124.710,-0.000,26.406,False,0.000,0.980,14.902,0.000,226.71,74.56,40.58,0.00,0.00,0.0000,999.00000000,0.00000000
2100,True,337.320,98.304,0.000,124.727,-0.000,26.423,False,0.000,0.980,14.902,0.000,226.71,74.57,40.58,0.00,0.00,0.0000,999.00000000,0.00000000
2115,True,337.320,98.304,0.000,124.727,-0.000,26.423,False,0.000,0.980,14.902,0.000,226.71,74.57,40.58,0.00,0.00,0.0000,999.00000000,0.00000000
2130,True,337.320,98.304,0.000,124.727,-0.000,26.423,False,0.000,0.980,14.902,0.000,226.71,74.57,40.58,0.00,0.00,0.0000,999.00000000,0.00000000
2145,True,337.320,98.304,0.000,124.727,-0.000,26.423,False,0.000,0.980,14.902,0.000,226.71,74.57,40.58,0.00,0.00,0.0000,999.00000000,0.00000000
2160,True,337.320,98.304,0.000,124.727,-0.000,26.423,False,0.000,0.980,14.902,0.000,226.71,74.57,40.58,0.00,0.00,0.0000,999.00000000,0.00000000
2175,True,337.320,98.304,0.000,124.727,-0.000,26.423,False,0.000,0.980,14.902,0.000,226.71,74.57,40.58,0.00,0.00,0.0000,999.00000000,0.00000000
2190,True,337.319,98.304,0.000,124.726,-0.000,26.422,False,0.000,0.980,14.902,0.000,226.71,74.57,40.58,0.00,0.00,0.0000,999.00000000,0.00000000
2205,True,337.318,98.304,0.000,124.725,-0.000,26.421,False,0.000,0.980,14.902,0.000,226.71,74.57,40.58,0.00,0.00,0.0000,999.00000000,0.00000000
2220,True,337.318,98.304,0.000,124.725,-0.000,26.421,False,0.000,0.980,14.902,0.000,226.71,74.57,40.58,0.00,0.00,0.0000,999.00000000,0.00000000
2235,True,337.318,98.304,0.000,124.725,-0.000,26.421,False,0.000,0.980,14.902,0.000,226.71,74.57,40.58,0.00,0.00,0.0000,999.00000000,0.00000000
2250,True,337.318,98.304,0.000,124.725,-0.000,26.421,False,0.000,0.980,14.902,0.000,226.71,74.57,40.58,0.00,0.00,0.0000,999.00000000,0.00000000
2265,True,337.318,98.304,0.000,124.725,-0.000,26.421,False,0.000,0.980,14.902,0.000,226.71,74.57,40.58,0.00,0.00,0.0000,999.00000000,0.00000000
2280,True,337.318,98.304,0.000,124.725,-0.000,26.421,False,0.000,0.980,14.902,0.000,226.71,74.57,40.58,0.00,0.00,0.0000,999.00000000,0.00000000
2295,True,337.318,98.304,0.000,124.725,-0.000,26.421,False,0.000,0.980,14.902,0.000,226.71,74.57,40.58,0.00,0.00,0.0000,999.00000000,0.00000000
2310,True,337.318,98.304,0.000,124.725,-0.000,26.421,False,0.000,0.980,14.902,0.000,226.71,74.57,40.58,0.00,0.00,0.0000,999.00000000,0.00000000
2325,True,337.318,98.304,0.000,124.725,-0.000,26.421,False,0.000,0.980,14.902,0.000,226.71,74.57,40.58,0.00,0.00,0.0000,999.00000000,0.00000000
2340,True,337.318,98.304,0.000,124.725,-0.000,26.421,False,0.000,0.980,14.902,0.000,226.71,74.57,40.58,0.00,0.00,0.0000,999.00000000,0.00000000
2355,True,337.318,98.304,0.000,124.725,-0.000,26.421,False,0.000,0.980,14.902,0.000,226.71,74.57,40.58,0.00,0.00,0.0000,999.00000000,0.00000000
2370,True,337.318,98.304,0.000,124.725,-0.000,26.421,False,0.000,0.980,14.902,0.000,226.71,74.57,40.58,0.00,0.00,0.0000,999.00000000,0.00000000
2385,True,338.617,98.845,0.000,125.266,-0.000,26.421,False,0.000,0.980,14.952,0.000,227.53,74.88,40.79,0.00,0.00,0.0000,999.00000000,0.00000000
2400,True,339.742,98.845,0.000,126.391,-0.000,27.546,False,0.000,0.980,14.952,0.000,227.53,76.02,40.79,0.00,0.00,0.0000,999.00000000,0.00000000
2415,True,339.739,98.845,0.000,126.388,-0.000,27.543,False,0.000,0.980,14.952,0.000,227.53,76.02,40.79,0.00,0.00,0.0000,999.00000000,0.00000000
2430,True,339.738,98.845,0.000,126.387,-0.000,27.542,False,0.000,0.980,14.952,0.000,227.53,76.02,40.79,0.00,0.00,0.0000,999.00000000,0.00000000
2445,True,339.738,98.845,0.000,126.387,-0.000,27.542,False,0.000,0.980,14.952,0.000,227.53,76.02,40.79,0.00,0.00,0.0000,999.00000000,0.00000000
